date,dti,real_rate,regime,real_price_index
1999-03-31,83.13276463998025,0.1828302478526588,0,100.0
1999-06-30,91.07456177746862,-0.26160088938235243,1,100.86963611357776
1999-09-30,84.0708296765866,1.1535802101103292,0,102.6153956968833
1999-12-31,85.77824452781053,1.5669008915384608,0,102.0766549167659
2000-03-31,88.62236384773033,0.07179704427952815,0,102.92806691192405
2000-06-30,83.97254361963472,0.6273598770291293,0,103.25365909808843
2000-09-30,88.781468646315,1.568165179929177,0,103.74250748346992
2000-12-31,88.87352945709175,1.2961476063828992,0,105.62969323975102
2001-03-31,87.69519523423749,1.3822134190728759,0,107.0526395712035
2001-06-30,86.47681633005804,0.7043826829501564,0,109.36540916227042
2001-09-30,89.99862794746657,1.4957088291701588,0,110.07364000309462
2001-12-31,89.28082040711512,1.1292532056598295,0,110.18823937233554
2002-03-31,91.290595141156,0.35745023571226203,0,110.82491150235194
2002-06-30,91.35438390269736,0.6306004683106079,0,111.98630085376153
2002-09-30,100.9996742874962,-0.1261046195456057,1,113.53853373692304
2002-12-31,97.8028421431122,-1.2589621770546457,1,113.66987373225533
2003-03-31,96.7199953060184,-0.8148709926384949,1,115.14627776965239
2003-06-30,99.61097845437865,-1.8428010978833838,1,116.80262961740293
2003-09-30,100.17785744561343,-0.8966604792107377,1,121.22645487508062
2003-12-31,102.94167612135466,-1.5255968550454977,1,125.01437997384323
2004-03-31,102.37896035590683,-1.5898605771894516,1,125.44862810617998
2004-06-30,101.90791687558058,-1.7831832150600722,1,126.59873320183577
2004-09-30,104.60621743292457,-0.45534376082896677,1,126.26565788755957
2004-12-31,99.78752243504363,-1.0253951855798231,1,127.03733418231624
2005-03-31,101.37098237139371,-0.878226937677813,1,128.97738297734458
2005-06-30,101.28277044728604,-0.4842585327156808,1,132.11801807212174
2005-09-30,96.84173961698943,0.41083147026734707,0,132.2117443297922
2005-12-31,95.35342382139224,0.6697190719011435,0,132.40472056268814
2006-03-31,99.86253490333755,1.0304119503244675,0,130.6328094724051
2006-06-30,98.63322450871507,1.3272096321556264,0,131.46803564945378
2006-09-30,96.62149420711118,2.576334434284467,0,131.1234968343852
2006-12-31,98.0173855269053,1.1936203281211126,0,126.3233903254387
2007-03-31,101.16100827742466,1.191084746903456,0,121.27692911930646
2007-06-30,102.6956706115169,0.982353758019991,0,117.34683782949256
2007-09-30,105.49831615231562,1.7252657951524208,0,111.67096015099591
2007-12-31,107.81801619415059,1.837805539727372,0,106.57897280914874
2008-03-31,103.3045470218918,0.8280488666763394,0,105.44386333368483
2008-06-30,100.98208880847996,0.07521066945925714,0,100.81674716880956
2008-09-30,105.18250938028496,-0.26681767519566624,1,96.96369485523778
2008-12-31,104.46746175963912,0.25329307672051626,0,99.55455286141996
2009-03-31,108.79159353753468,-0.047923513153206254,1,103.72637637318418
